load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigmaxy,avg_init_sigmaxy,avg_sigmaxy_change_from_init,avg_Pxy,nr_plastic_deformations,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
12976,0.27975,477.67172137,0.034583133576,477.67172622,-4.8584220735e-06,0.0038213737709,2.7666506861e-07,0.0038213738098,-3.8867376765e-11,0,0,0.20002916706,4.1804590869e-06,-0.048007488741,0.061701349391,0.009405527502,-0.048012276597,0.0617089013,0.0093953615339,-7.5519096478e-06,-0.064264370931,0.063602528623,-0.010818590503,0.010738357235,-0.064271686192,0.063609845734,-0.010808030595,0.01072768379,0.26252149038,1,1,83352,28008,7821,5819,45622,16846,45551,16981,3,34533,3,-2,672,1111,0,2,0,0,31d 10h 52m 58s,30d 21h 26m 34.693s,13h 6m 15.260s,157d 4h 48m 51s,159.96873758,125.00005135,318.57865163,-1.3588483717,252.47061703,-2.1518559321
12977,0.27976,477.7063239,0.034602533874,477.70632875,-4.848176161e-06,0.0038216505912,2.76820271e-07,0.00382165063,-3.8785409346e-11,0,0,0.20003295615,1.3652164077e-05,-0.048018249414,0.061718836001,0.0093891762624,-0.048023024045,0.061726369158,0.0093790339103,-7.5331564592e-06,-0.064282180048,0.063620289221,-0.010800281881,0.010720124661,-0.064289473063,0.063627587296,-0.010789747785,0.010709479769,0.24339132096,1,1,83370,27991,7820,5819,45631,16838,45559,16972,3,34534,3,-2,544,868,0,2,0,0,31d 10h 55m 0s,30d 21h 28m 36.380s,13h 6m 15.260s,157d 2h 56m 1s,159.96998758,125.00005135,318.58117108,-1.3588289161,252.47060907,-2.1517881424
12978,0.27977,477.74094582,0.034621916114,477.7409507,-4.8792832672e-06,0.0038219275665,2.7697532891e-07,0.0038219276056,-3.9034265837e-11,0,0,0.20003706175,7.6876763853e-07,-0.048028983776,0.061736287582,0.0093728726665,-0.048033783593,0.061743854648,0.0093626837468,-7.5670662825e-06,-0.064299946797,0.063638013011,-0.010782022691,0.010701948752,-0.064307281122,0.063645346807,-0.010771440292,0.010691248304,0.26218850305,0,0,83385,27975,7819,5821,45643,16827,45561,16969,3,34534,3,-2,761,1262,0,1,0,0,31d 10h 57m 55s,30d 21h 31m 31.852s,13h 6m 15.260s,157d 2h 31m 51s,159.97123758,125.00005135,318.58369227,-1.3588077299,252.47059771,-2.1517182491
12979,0.27978,477.77558711,0.034641295487,477.77559198,-4.8656676199e-06,0.0038222046969,2.771303639e-07,0.0038222047358,-3.8925341249e-11,0,0,0.20004105843,5.4003592513e-06,-0.048039727887,0.061753748207,0.0093565575477,-0.048044516831,0.06176130511,0.0093463812253,-7.5569028543e-06,-0.064317729126,0.063655746854,-0.010763748037,0.0106837539,-0.064325046815,0.063663069511,-0.010753182231,0.010673073502,0.24254390757,0,0,83403,27961,7819,5817,45649,16821,45573,16957,3,34534,3,-2,667,1292,0,2,0,0,31d 11h 47s,30d 21h 34m 23.102s,13h 6m 15.260s,157d 2h 49s,159.97248759,125.00005135,318.58621269,-1.3587873138,252.47058914,-2.1516496736
12980,0.27979,477.81024777,0.034660659886,477.81025265,-4.8812365776e-06,0.0038224819822,2.7728527909e-07,0.0038224820212,-3.904989266e-11,0,0,0.20004507662,5.6847656738e-06,-0.048050459548,0.061771189975,0.0093402638573,-0.048055259816,0.061778764615,0.0093300671834,-7.5746400301e-06,-0.064335491605,0.063673460601,-0.01074549964,0.01066558561,-0.064342828086,0.063680802267,-0.010734908708,0.01065487976,0.25105633984,0,0,83417,27948,7820,5815,45655,16816,45582,16947,3,34534,3,-2,669,1139,0,2,0,0,31d 11h 3m 26s,30d 21h 37m 1.744s,13h 6m 15.260s,157d 1h 9m 12s,159.97373759,125.00005135,318.58873372,-1.3587662826,252.47057844,-2.1515794296
12981,0.2798,477.84492779,0.034680014324,477.84493267,-4.8826078114e-06,0.0038227594223,2.7744011459e-07,0.0038227594613,-3.9060862617e-11,0,0,0.20004899558,5.1913004866e-06,-0.048061192945,0.061788630158,0.0093239752498,-0.048065990352,0.061796205263,0.0093137745699,-7.5751054879e-06,-0.06435325699,0.063691172507,-0.010727253416,0.010647417326,-0.064360589508,0.063698514926,-0.010716661442,0.01063671258,0.22709492973,1,1,83430,27936,7820,5814,45665,16805,45585,16945,3,34535,3,-2,591,973,0,2,0,0,31d 11h 5m 40s,30d 21h 39m 16.356s,13h 6m 15.260s,156d 23h 38m 24s,159.97498759,125.00005135,318.59125382,-1.35874618,252.47057144,-2.1515120542
12982,0.27981,477.87962714,0.034699352639,477.87963204,-4.8990963819e-06,0.0038230370171,2.7759482111e-07,0.0038230370563,-3.919277099e-11,0,0,0.20005314538,2.8439888562e-06,-0.048071902132,0.06180603623,0.0093077293498,-0.048076722623,0.061813644324,0.0092974870405,-7.6080942988e-06,-0.06437098533,0.063708849586,-0.010709056089,0.010629299488,-0.064378353834,0.063716225744,-0.01069841635,0.010618545407,0.24076519683,0,0,83447,27920,7820,5813,45674,16799,45593,16934,3,34535,3,-2,627,1032,0,2,0,0,31d 11h 8m 4s,30d 21h 41m 39.647s,13h 6m 15.260s,156d 22h 22m 2s,159.97623759,125.00005135,318.59377453,-1.3587254748,252.4705609,-2.1514416067
12983,0.27982,477.91434582,0.034718680032,477.9143507,-4.8813623152e-06,0.0038233147665,2.7774944026e-07,0.0038233148056,-3.9050898366e-11,0,0,0.20005710881,1.6308419479e-06,-0.048082624611,0.061823460667,0.0092914602167,-0.048087430687,0.061831049278,0.0092812422163,-7.5886100979e-06,-0.064388733167,0.063726545629,-0.010690829592,0.010611154641,-0.064396081119,0.063733901737,-0.010680220153,0.010600428677,0.23855633538,0.73635908013,3,83462,27904,7821,5813,45684,16790,45599,16927,3,34538,3,-2,688,1161,0,2,0,0,31d 11h 10m 31s,30d 21h 44m 6.388s,13h 6m 15.260s,156d 21h 11m 31s,159.97748759,125.00005135,318.59629501,-1.3587049866,252.47054962,-2.1513719578
12984,0.27983,477.94908381,0.034737993806,477.94908871,-4.9021867312e-06,0.0038235926705,2.7790395045e-07,0.0038235927097,-3.9217493836e-11,0,0,0.20006118745,1.5613173732e-06,-0.048093333688,0.06184086155,0.0092752218113,-0.048098152041,0.061848472594,0.0092649741619,-7.6110440032e-06,-0.064406460432,0.063744216654,-0.010672637045,0.010593041747,-0.064413827897,0.063751596691,-0.010661994789,0.010582284942,0.22595184089,0,0,83480,27893,7818,5809,45690,16779,45608,16923,3,34538,3,-2,705,1333,0,2,0,0,31d 11h 13m 31s,30d 21h 47m 6.227s,13h 6m 15.260s,156d 20h 55m 4s,159.97873759,125.00005135,318.59881548,-1.3586845152,252.47053984,-2.1513027451
12985,0.27984,477.9838411,0.034757292741,477.98384601,-4.9079732776e-06,0.0038238707288,2.7805834193e-07,0.0038238707681,-3.9263786233e-11,0,0,0.20006527342,7.7963208936e-06,-0.048104040345,0.061858254154,0.0092589927851,-0.048108859994,0.061865872356,0.0092487368346,-7.6182021093e-06,-0.064424182383,0.063761879251,-0.01065445279,0.010574936273,-0.064431554104,0.063769266628,-0.010643803375,0.010564173159,0.21780725803,0,0,83499,27875,7819,5807,45699,16771,45619,16911,3,34538,3,-2,659,1102,0,2,0,0,31d 11h 16m 2s,30d 21h 49m 36.969s,13h 6m 15.260s,156d 19h 51m 21s,159.97998759,125.00005135,318.60133598,-1.3586640221,252.47053096,-2.1512336996
12986,0.27985,478.01861768,0.034776574894,478.0186226,-4.9222243206e-06,0.0038241489414,2.7821259915e-07,0.0038241489808,-3.9377794862e-11,0,0,0.20006935261,1.2657523419e-06,-0.048114726445,0.061875615367,0.0092428039195,-0.048119565527,0.061883263838,0.0092325088876,-7.6484717491e-06,-0.064441872078,0.063779508799,-0.010636313854,0.010556877307,-0.064449274997,0.063786928137,-0.010625620253,0.010546068798,0.22280106645,1,1,83526,27852,7820,5802,45714,16758,45632,16896,3,34539,3,-2,698,1159,0,2,0,0,31d 11h 18m 34s,30d 21h 52m 8.706s,13h 6m 15.260s,156d 18h 49m 25s,159.98123759,125.00005135,318.60385703,-1.3586429748,252.47051953,-2.1511629139
12987,0.27986,478.05341352,0.034795841864,478.05341843,-4.9105115068e-06,0.0038244273082,2.7836673492e-07,0.0038244273475,-3.9284092038e-11,0,0,0.20007345411,7.0086180559e-06,-0.048125418183,0.061892980414,0.0092266155152,-0.048130250503,0.061900623931,0.0092163211004,-7.6435171295e-06,-0.064459570845,0.063797143008,-0.010618169503,0.010538811679,-0.064466963634,0.063804556597,-0.010607482451,0.010528010944,0.19878616158,1,1,83545,27834,7821,5800,45727,16746,45639,16888,3,34540,3,-2,682,1183,0,2,0,0,31d 11h 21m 17s,30d 21h 54m 51.343s,13h 6m 15.260s,156d 18h 5m 16s,159.98248759,125.00005135,318.60637663,-1.3586233659,252.47051141,-2.1510953043
12988,0.27987,478.08822861,0.034815089514,478.08823353,-4.9237863209e-06,0.0038247058289,2.7852071611e-07,0.0038247058683,-3.9390290942e-11,0,0,0.20007758781,3.3688280676e-06,-0.048136098054,0.061910322335,0.0092104475921,-0.048140941118,0.061917987856,0.0092001337756,-7.6655208204e-06,-0.064477247986,0.063814751669,-0.0106000528,0.010520772128,-0.064484661343,0.063822189717,-0.010589339235,0.010509946429,0.20493446403,1,1,83564,27816,7820,5800,45738,16736,45646,16880,3,34539,3,-2,683,1135,0,2,0,0,31d 11h 23m 54s,30d 21h 57m 28.811s,13h 6m 15.260s,156d 17h 12m 53s,159.98373759,125.00005135,318.60889771,-1.3586022939,252.47050093,-2.151024793
12989,0.27988,478.12306293,0.034834318372,478.12306786,-4.9296228326e-06,0.0038249845034,2.7867454697e-07,0.0038249845429,-3.9436982759e-11,0,0,0.20008177029,4.1901705753e-06,-0.048146769434,0.061927647542,0.0091943048168,-0.048151619866,0.061935328656,0.0091839669319,-7.6811134747e-06,-0.064494910629,0.063832343419,-0.010581959463,0.01050275731,-0.064502337427,0.063839797288,-0.010571223668,0.01049190799,0.19928771384,0,0,83582,27801,7816,5801,45745,16726,45653,16876,3,34539,3,-2,675,1124,0,2,0,0,31d 11h 26m 31s,30d 22h 5.629s,13h 6m 15.260s,156d 16h 19m 38s,159.98498759,125.00005135,318.61141842,-1.3585815753,252.4704899,-2.1509541129
12990,0.27989,478.15791646,0.034853526231,478.15792139,-4.9352926226e-06,0.0038252633316,2.7882820985e-07,0.0038252633711,-3.9482341008e-11,0,0,0.20008590483,2.8689602105e-06,-0.048157435707,0.061944960564,0.0091781784287,-0.048162290124,0.061952652742,0.0091678252353,-7.6921773238e-06,-0.064512565386,0.063849922088,-0.010563882425,0.010484757396,-0.064519999014,0.06385738795,-0.010553131466,0.010473894284,0.18313670272,0,0,83598,27786,7819,5797,45758,16718,45659,16865,3,34539,3,-2,705,1196,0,2,0,0,31d 11h 29m 1s,30d 22h 2m 34.598s,13h 6m 15.260s,156d 15h 13m 49s,159.98623759,125.00005135,318.61393851,-1.3585614852,252.47048002,-2.1508850161
12991,0.2799,478.19278917,0.034872710785,478.19279412,-4.9498226531e-06,0.0038255423133,2.7898168628e-07,0.0038255423529,-3.9598581358e-11,0,0,0.20009005777,2.307849809e-06,-0.048168091094,0.061962250802,0.009162078787,-0.048172955275,0.061969964642,0.0091516999267,-7.7138397688e-06,-0.064530200278,0.063867476949,-0.01054583445,0.010466786308,-0.064537652714,0.063874965529,-0.010535055564,0.010455895484,0.17724350343,1,1,83610,27772,7820,5798,45764,16712,45666,16858,3,34540,3,-2,742,1229,0,2,0,0,31d 11h 32m 52s,30d 22h 5m 24.318s,13h 7m 16.716s,156d 16h 20m 55s,159.98748759,125.00005135,318.61645875,-1.3585412546,252.47046895,-2.1508148429
12992,0.27991,478.22768104,0.034891870002,478.227686,-4.9627768135e-06,0.0038258214483,2.7913496002e-07,0.003825821488,-3.9702214606e-11,0,0,0.20009423881,3.4633304041e-06,-0.048178744807,0.061979529424,0.0091459957063,-0.04818360954,0.061987253758,0.0091356013649,-7.7243346277e-06,-0.064547829784,0.06388501902,-0.010527800309,0.010448828082,-0.064555286548,0.063892519301,-0.010517008726,0.01043792551,0.16152405023,0.79128466115,2,83628,27755,7820,5797,45774,16701,45674,16851,3,34542,3,-2,691,1202,0,2,0,0,31d 11h 35m 36s,30d 22h 8m 8.366s,13h 7m 16.716s,156d 15h 39m 32s,159.98873759,125.00005135,318.61897888,-1.3585211244,252.47045896,-2.1507451706
12993,0.27992,478.26259204,0.034911000657,478.26259703,-4.9920689662e-06,0.0038261007363,2.7928800526e-07,0.0038261007762,-3.9936551895e-11,0,0,0.2000985157,2.4117584253e-06,-0.048189369451,0.061996750976,0.0091299864221,-0.048194262131,0.062004531258,0.0091195193645,-7.7802824377e-06,-0.064565411426,0.063902501807,-0.010509844722,0.010430944854,-0.064572914997,0.063910060283,-0.010498975721,0.010419968398,0.1447279131,0,0,83643,27742,7821,5794,45781,16694,45683,16842,3,34542,3,-2,626,1036,0,2,0,0,31d 11h 38m 0s,30d 22h 10m 31.951s,13h 7m 16.716s,156d 14h 25m 22s,159.98998759,125.00005135,318.62149903,-1.358500969,252.47045082,-2.1506762423
12994,0.27993,478.29752213,0.034930095145,478.29752712,-4.9875067134e-06,0.0038263801771,2.7944076116e-07,0.003826380217,-3.9900053747e-11,0,0,0.20010272328,5.6050860036e-06,-0.048199998339,0.0620139708,0.0091139715171,-0.048204885655,0.062021751692,0.0091035111585,-7.780891487e-06,-0.064582993088,0.063919981274,-0.010491885365,0.01041305921,-0.064590495584,0.063927541984,-0.010481021267,0.010402086282,0.14132421307,0.58509365787,2,83653,27733,7821,5793,45785,16691,45689,16835,3,34544,3,-2,661,1216,0,2,0,0,31d 11h 40m 44s,30d 22h 13m 15.335s,13h 7m 16.716s,156d 13h 43m 10s,159.99123759,125.00005135,318.62401924,-1.358480763,252.47043768,-2.150604232
12995,0.27994,478.33247129,0.034949155982,478.33247631,-5.0189297554e-06,0.0038266597703,2.7959324786e-07,0.0038266598105,-4.0151438164e-11,0,0,0.20010682347,1.1244538558e-05,-0.048210607643,0.062031139525,0.0090980236211,-0.048215513422,0.062038970396,0.009087497334,-7.830870558e-06,-0.064600541743,0.063937405577,-0.010473994945,0.010395234565,-0.064608076189,0.063945020363,-0.010463063046,0.010384201752,0.11047282592,0,0,83666,27721,7821,5792,45791,16684,45696,16829,3,34544,3,-2,558,926,0,2,0,0,31d 11h 42m 53s,30d 22h 15m 24.123s,13h 7m 16.716s,156d 12h 5m 34s,159.99248759,125.00005135,318.626539,-1.3584610024,252.47043008,-2.1505369248
12996,0.27995,478.36743945,0.03496815896,478.3674445,-5.0486233363e-06,0.0038269395156,2.7974527168e-07,0.003826939556,-4.038898686e-11,0,0,0.20011110521,4.171013631e-06,-0.048221196546,0.062048268499,0.0090821233829,-0.048226121607,0.062056138004,0.0090715505172,-7.8695044368e-06,-0.064618049562,0.063954789625,-0.010456155585,0.010377466285,-0.064625623789,0.06396244358,-0.010445173759,0.01036637822,0.10777689748,0,0,83677,27711,7822,5790,45798,16676,45701,16825,3,34544,3,-2,727,1204,0,2,0,0,31d 11h 45m 39s,30d 22h 18m 10.678s,13h 7m 16.716s,156d 11h 28m 45s,159.99373759,125.00005135,318.62905797,-1.3584420338,252.47041545,-2.1504638215
12997,0.27996,478.40242656,0.034987109356,478.40243164,-5.0826095617e-06,0.0038272194125,2.7989687484e-07,0.0038272194531,-4.0660876142e-11,0,0,0.20011535391,3.5312418458e-06,-0.04823176276,0.062065324575,0.0090663098748,-0.048236709391,0.062073265861,0.0090556513574,-7.9412862616e-06,-0.064635509446,0.063972094835,-0.010438406846,0.01035978064,-0.064643130554,0.063979826545,-0.010427335531,0.010348611052,0.082512993884,0,0,83698,27691,7823,5788,45804,16671,45717,16808,3,34544,3,-2,707,1194,0,2,0,0,31d 11h 48m 25s,30d 22h 20m 55.886s,13h 7m 16.716s,156d 10h 49m 50s,159.99498759,125.00005135,318.63157741,-1.3584225927,252.47040186,-2.1503908724
12998,0.27997,478.43743253,0.035005972478,478.43743765,-5.1235917908e-06,0.0038274994602,2.8004777982e-07,0.0038274995012,-4.0988734108e-11,0,0,0.20011953145,2.3552519533e-06,-0.048242302475,0.062082300008,0.0090505902295,-0.048247274487,0.062090320824,0.0090398389268,-8.0208158315e-06,-0.064652913135,0.063989313465,-0.0104207589,0.010342188458,-0.064660589387,0.063997130673,-0.010409587923,0.010330926517,0.061332972361,0,0,83713,27676,7825,5786,45816,16659,45722,16803,3,34544,3,-2,795,1322,0,2,0,0,31d 11h 51m 27s,30d 22h 23m 58.299s,13h 7m 16.716s,156d 10h 38m 33s,159.99623759,125.00005135,318.63409487,-1.3584051271,252.47038823,-2.1503182629
12999,0.27998,478.47245723,0.035024704206,478.47246244,-5.2066575336e-06,0.0038277796579,2.8019763365e-07,0.0038277796995,-4.1653260268e-11,0,0,0.20012369433,1.6741142291e-06,-0.048252786312,0.062099108606,0.009035074297,-0.048257813086,0.062107295146,0.0090241203576,-8.1865396542e-06,-0.064670197767,0.06400635323,-0.010403321957,0.010324797082,-0.064677992025,0.064014348223,-0.010391941105,0.010313335444,0.041188162935,0,0,83725,27663,7828,5784,45821,16653,45732,16794,3,34544,3,-2,786,1365,0,2,0,0,31d 11h 54m 23s,30d 22h 26m 54.104s,13h 7m 16.716s,156d 10h 16m 42s,159.9974876,125.00005135,318.636612,-1.3583879968,252.47037188,-2.1502429526
13000,0.27999,478.5075004,0.035043161981,478.50750577,-5.3760857668e-06,0.0038280600032,2.8034529585e-07,0.0038280600462,-4.3008686022e-11,0,0,0.20012767656,3.5160214889e-06,-0.048263148873,0.062115516972,0.0090200294259,-0.04826829581,0.062124102642,0.0090086054982,-8.585670202e-06,-0.064687209877,0.064022960986,-0.010386383194,0.010307869179,-0.064695275611,0.064031386917,-0.010374505283,0.010295945174,0.023280726465,0,0,83738,27654,7829,5779,45828,16646,45739,16787,3,34544,3,-2,931,1560,0,2,0,0,31d 11h 57m 59s,30d 22h 30m 29.477s,13h 7m 16.716s,156d 10h 58m 0s,159.9987376,125.00005135,318.63912516,-1.3583748352,252.47035055,-2.1501623114
13001,0.28,478.40687623,-0.1006241605,478.54256712,-0.13569088565,0.0038272550099,-8.0499328398e-07,0.003828340537,-1.0855270852e-06,0,0,0.20000309624,1.361600124e-06,-0.048162748473,0.061942642023,0.0092418474294,-0.048278657265,0.062140509925,0.0089935616915,-0.0001978679018,-0.064501909122,0.063856671367,-0.010634984201,0.01055474913,-0.064712286684,0.064047993618,-0.010357567624,0.010279018366,0.011061177397,0.37000080794,59,83472,27915,7781,5832,45659,16806,45594,16941,3,34551,3,-2,2100,3396,0,2,0,0,31d 12h 5m 51s,30d 22h 38m 20.829s,13h 7m 16.716s,156d 18h 26m 32s,159.9999876,125.00005135,318.64007356,-1.3599264397,252.46837287,-2.1472869523
13002,0.28001,478.44171455,0.034838319316,478.44171934,-4.7874997904e-06,0.0038275337164,2.7870655453e-07,0.0038275337547,-3.8299998156e-11,0,0,0.20000727653,9.8648801494e-06,-0.048173504522,0.061960219673,0.009225382379,-0.048178261853,0.061967636356,0.0092153765816,-7.4166829381e-06,-0.064519755693,0.06387454172,-0.010616562763,0.010536413357,-0.06452698747,0.063881705661,-0.010606163314,0.010525892301,0.22035130872,0,0,83493,27894,7780,5833,45670,16797,45603,16930,3,34551,3,-2,593,982,0,2,0,0,31d 12h 8m 11s,30d 22h 40m 36.754s,13h 7m 21.408s,156d 17h 8m 12s,160.0012376,125.00005135,318.64259466,-1.3599053378,252.468365,-2.1472190498
13003,0.28002,478.47657236,0.034857801125,478.47657717,-4.8113985827e-06,0.0038278125788,2.78862409e-07,0.0038278126173,-3.8491188969e-11,0,0,0.2000116483,9.6189081983e-07,-0.048184236978,0.061977771795,0.0092089477065,-0.048189016775,0.061985212883,0.0091989126074,-7.4410877917e-06,-0.064537570078,0.063892386941,-0.010598179212,0.010518118178,-0.064544832982,0.063899574925,-0.010587743008,0.010507557637,0.25270228201,0,0,83511,27877,7781,5831,45683,16783,45609,16925,3,34551,3,-2,698,1181,0,2,0,0,31d 12h 10m 40s,30d 22h 43m 4.813s,13h 7m 21.408s,156d 16h 1m 55s,160.0024876,125.00005135,318.64511615,-1.3598838522,252.46835285,-2.1471494921
13004,0.28003,478.51144964,0.034877280799,478.51145444,-4.8011581839e-06,0.0038280915971,2.790182464e-07,0.0038280916355,-3.8409265785e-11,0,0,0.2000160001,1.0097148164e-05,-0.048194976523,0.061995332347,0.0091925070569,-0.048199748107,0.062002763882,0.0091824790103,-7.4315356961e-06,-0.064555395901,0.063910240978,-0.010579785191,0.01049981166,-0.06456264631,0.063917419059,-0.010569360587,0.010489263567,0.22827166097,0,0,83530,27857,7780,5833,45688,16777,45622,16913,3,34551,3,-2,666,1113,0,2,0,0,31d 12h 13m 16s,30d 22h 45m 41.086s,13h 7m 21.408s,156d 15h 8m 47s,160.0037376,125.00005135,318.64763641,-1.3598635895,252.46834467,-2.1470822145
13005,0.28004,478.54634639,0.034896750356,478.5463512,-4.8117299229e-06,0.0038283707711,2.7917400285e-07,0.0038283708096,-3.8493839626e-11,0,0,0.2000203275,1.8081848249e-06,-0.048205704254,0.062012875938,0.0091760833463,-0.048210486527,0.06202032331,0.0091660394377,-7.4473719878e-06,-0.064573203699,0.063928077286,-0.010561413701,0.010481526444,-0.064580471073,0.063935272005,-0.010550967699,0.01047095816,0.24367294279,0.5005193055,2,83547,27842,7781,5830,45695,16768,45633,16904,3,34553,3,-2,635,1025,0,2,0,0,31d 12h 15m 40s,30d 22h 48m 4.736s,13h 7m 21.408s,156d 13h 55m 50s,160.0049876,125.00005135,318.65015822,-1.359841782,252.46833438,-2.1470127403
13006,0.28005,478.5812626,0.034916213458,478.58126741,-4.8075914947e-06,0.0038286501008,2.7932970766e-07,0.0038286501393,-3.8460731995e-11,0,0,0.2000246682,2.9901095709e-06,-0.048216431894,0.062030422275,0.0091596607301,-0.048221213134,0.062037865778,0.0091496168035,-7.4435026319e-06,-0.06459101325,0.063945916873,-0.010543040146,0.010463240829,-0.064598277814,0.063953107224,-0.010532597341,0.010452674053,0.22912703451,1,1,83564,27826,7779,5831,45702,16762,45641,16895,3,34554,3,-2,644,1060,0,2,0,0,31d 12h 18m 7s,30d 22h 50m 31.169s,13h 7m 21.408s,156d 12h 47m 27s,160.0062376,125.00005135,318.65267896,-1.3598210356,252.46832499,-2.1469449501
13007,0.28006,478.61619827,0.034935668475,478.61620308,-4.8131610129e-06,0.0038289295861,2.794853478e-07,0.0038289296247,-3.8505288368e-11,0,0,0.200029058,8.5409678729e-07,-0.0482271528,0.062047961042,0.009143248686,-0.048231939649,0.062055410991,0.009133195265,-7.4499497225e-06,-0.06460881336,0.063963749092,-0.010524677509,0.010444967634,-0.064616086306,0.063970945722,-0.010514224919,0.010434389548,0.22837849232,0,0,83581,27809,7780,5830,45713,16751,45648,16888,3,34554,3,-2,701,1208,0,2,0,0,31d 12h 20m 44s,30d 22h 53m 8.368s,13h 7m 21.408s,156d 11h 56m 14s,160.0074876,125.00005135,318.65519998,-1.3598000187,252.46831529,-2.1468771584
13008,0.28007,478.65115339,0.034955117561,478.6511582,-4.8139665978e-06,0.0038292092271,2.7964094049e-07,0.0038292092656,-3.8511732432e-11,0,0,0.20003352485,9.3131094046e-06,-0.048237860032,0.062065475795,0.0091268627007,-0.04824265943,0.062072948633,0.0091167842987,-7.4728381551e-06,-0.064626591199,0.063981556078,-0.010506348774,0.010426723641,-0.064633885358,0.063988776851,-0.010495863416,0.010416117465,0.22439870518,0,0,83598,27793,7780,5829,45720,16743,45658,16879,3,34554,3,-2,582,975,0,2,0,0,31d 12h 22m 58s,30d 22h 55m 21.748s,13h 7m 21.408s,156d 10h 27m 35s,160.0087376,125.00005135,318.65772199,-1.3597780069,252.46830651,-2.1468075364
13009,0.28008,478.68612794,0.034974554521,478.68613274,-4.7975512985e-06,0.0038294890235,2.7979643617e-07,0.0038294890619,-3.8380410395e-11,0,0,0.20003797651,3.2967269199e-06,-0.04824858252,0.062083022808,0.0091104450682,-0.04825336554,0.062090462264,0.0091003993891,-7.4394559145e-06,-0.064644397732,0.063999397196,-0.010487976028,0.010408442532,-0.064651662139,0.064006582748,-0.010477535814,0.010397874581,0.22584966841,0,0,83615,27775,7783,5827,45729,16735,45669,16867,3,34554,3,-2,666,1129,0,2,0,0,31d 12h 25m 33s,30d 22h 57m 57.408s,13h 7m 21.408s,156d 9h 34m 15s,160.0099876,125.00005135,318.66024246,-1.3597575431,252.46829674,-2.1467407383
13010,0.28009,478.72112193,0.034993987365,478.72112675,-4.8228364449e-06,0.0038297689754,2.7995189892e-07,0.003829769014,-3.8582691295e-11,0,0,0.20004242116,6.12677312e-06,-0.048259288582,0.062100542346,0.0090940600075,-0.048264086902,0.06210800815,0.0090839828368,-7.4658042447e-06,-0.064662178418,0.064017209978,-0.010469642919,0.010390197517,-0.064669467612,0.064024422774,-0.010459164204,0.010379594586,0.21912453888,1,1,83632,27758,7783,5827,45740,16726,45675,16859,3,34555,3,-2,635,1070,0,2,0,0,31d 12h 28m 2s,30d 23h 25.622s,13h 7m 21.408s,156d 8h 29m 19s,160.0112376,125.00005135,318.66276374,-1.3597362614,252.46828792,-2.1466725787
13011,0.2801,478.75613534,0.035013409452,478.75614016,-4.8241255399e-06,0.0038300490827,2.8010727561e-07,0.0038300491213,-3.8593004226e-11,0,0,0.2000469102,2.1675024797e-06,-0.048269988733,0.062118057168,0.0090776813467,-0.04827479184,0.062125526564,0.0090675988543,-7.4693959785e-06,-0.064679950635,0.064035017857,-0.010451316932,0.010371962093,-0.06468724724,0.064042234464,-0.01044083223,0.010361350683,0.22078427241,1,1,83642,27750,7785,5823,45748,16722,45679,16851,3,34556,3,-2,732,1267,0,2,0,0,31d 12h 30m 41s,30d 23h 3m 4.493s,13h 7m 21.408s,156d 7h 41m 21s,160.0124876,125.00005135,318.66528523,-1.3597147749,252.46827758,-2.1466045644
13012,0.28011,478.79116816,0.035032825729,478.79117299,-4.8236800012e-06,0.0038303293453,2.8026260583e-07,0.0038303293839,-3.8589439803e-11,0,0,0.20005142516,3.4301413444e-06,-0.048280689354,0.062135568811,0.0090613056991,-0.048285490868,0.062143040259,0.0090512212722,-7.4714483896e-06,-0.064697723259,0.064052822075,-0.010432994849,0.010353726944,-0.064705018399,0.064060041252,-0.01042250738,0.010343116371,0.21037650386,1,1,83654,27739,7786,5821,45753,16716,45687,16844,3,34557,3,-2,586,939,0,2,0,0,31d 12h 33m 56s,30d 23h 5m 16.781s,13h 8m 24.321s,156d 7h 50m 32s,160.0137376,125.00005135,318.66780705,-1.3596929504,252.46826965,-2.1465361702
