load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigmaxy,avg_init_sigmaxy,avg_sigmaxy_change_from_init,avg_Pxy,nr_plastic_deformations,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
767,0.15766,465.73813046,0.0059228014888,465.73813881,-8.3456451421e-06,0.0037259050437,4.738241191e-08,0.0037259051104,-6.6765161108e-11,0,0,0.2109329759,5.1271094589e-07,-8.3605610877e-05,-8.3643607688e-05,3.7996811441e-08,0.015827654642,0,48167,38911,19903,18019,33966,28620,34104,28310,3,3,-1,747,1418,2,0,0,2d 16h 19m 24s,2d 15h 2m 59.411s,1h 14m 56.842s,291d 20h 54m 15s,144.70748132,125.00005135,289.07459792,-0.34040207632,250.88968235,-0.92155396869
768,0.15767,465.7440667,0.0059362410514,465.74407505,-8.3524767547e-06,0.0037259525336,4.7489928412e-08,0.0037259526004,-6.6819814005e-11,0,0,0.2109212805,1.1385316292e-06,-8.3584723253e-05,-8.362378115e-05,3.9057896727e-08,0.015839847419,1,48180,38899,19904,18017,33973,28614,34111,28302,3,3,-1,765,1449,2,0,0,2d 16h 22m 50s,2d 15h 6m 24.733s,1h 14m 56.842s,291d 17h 57m 4s,144.70873132,125.00005135,289.07708879,-0.34041120796,250.88970317,-0.92154813949
769,0.15768,465.75001636,0.0059496599245,465.75002473,-8.3658532049e-06,0.0037260001309,4.7597279396e-08,0.0037260001978,-6.6926825627e-11,0,0,0.21090958193,5.0316476478e-07,-8.3562143136e-05,-8.360286769e-05,4.0724553383e-08,0.015852031418,1,48196,38881,19901,18022,33977,28606,34120,28297,3,3,-1,717,1378,2,0,0,2d 16h 26m 7s,2d 15h 9m 41.368s,1h 14m 56.842s,291d 14h 44m 26s,144.70998132,125.00005135,289.07958153,-0.34041847002,250.88972158,-0.921542133
770,0.15769,465.75597941,0.0059630520943,465.75598781,-8.3936248529e-06,0.0037260478353,4.7704416754e-08,0.0037260479025,-6.7148999035e-11,0,0,0.21089797866,6.2511515725e-07,-8.3537725431e-05,-8.3580261054e-05,4.2535622796e-08,0.015864179957,0,48209,38867,19907,18017,33986,28598,34130,28286,3,3,-1,830,1602,2,0,0,2d 16h 29m 55s,2d 15h 13m 30.142s,1h 14m 56.842s,291d 12h 31m 2s,144.71123132,125.00005135,289.08206968,-0.34043032086,250.8897472,-0.92153801809
771,0.1577,465.76195583,0.005976422031,465.76196422,-8.3874967345e-06,0.0037260956467,4.7811376248e-08,0.0037260957138,-6.7099974015e-11,0,0,0.21088636352,3.2334874998e-07,-8.3511148649e-05,-8.3555816712e-05,4.4668062141e-08,0.01587632698,2,48232,38845,19911,18012,34001,28586,34142,28271,3,3,-1,797,1505,2,0,0,2d 16h 33m 34s,2d 15h 17m 8.374s,1h 14m 56.842s,291d 9h 58m 46s,144.71248132,125.00005135,289.08456122,-0.34043877732,250.88976833,-0.92153364926
772,0.15771,465.7679456,0.0059897628174,465.76795401,-8.4075587097e-06,0.0037261435648,4.7918102539e-08,0.003726143632,-6.7260469763e-11,0,0,0.21087488714,8.7659091027e-07,-8.3481865994e-05,-8.3529214173e-05,4.7348179105e-08,0.015888441172,0,48238,38839,19919,18004,34013,28576,34144,28267,3,3,-1,697,1330,2,0,0,2d 16h 36m 43s,2d 15h 20m 16.995s,1h 14m 56.842s,291d 6h 32m 53s,144.71373133,125.00005135,289.08705227,-0.34044772809,250.88979197,-0.92153007611
773,0.15772,465.77394867,0.0060030705429,465.77395708,-8.4133166638e-06,0.0037261915893,4.8024564343e-08,0.0037261916567,-6.7306533177e-11,0,0,0.21086346405,8.0418109509e-07,-8.3450655157e-05,-8.3499905961e-05,4.9250804534e-08,0.015900549681,1,48254,38829,19921,17996,34020,28567,34155,28258,3,3,-1,806,1516,2,0,0,2d 16h 40m 19s,2d 15h 23m 53.292s,1h 14m 56.842s,291d 3h 57m 53s,144.71498133,125.00005135,289.08953935,-0.34046064525,250.88981906,-0.92152894106
774,0.15773,465.77996501,0.0060163456851,465.77997345,-8.4345708729e-06,0.0037262397201,4.813076548e-08,0.0037262397876,-6.7476566869e-11,0,0,0.21085201016,5.4642107215e-07,-8.3416466402e-05,-8.3468669952e-05,5.2203549044e-08,0.015912632118,0,48262,38824,19922,17992,34024,28560,34160,28256,3,3,-1,747,1440,2,0,0,2d 16h 43m 42s,2d 15h 27m 16.018s,1h 14m 56.842s,291d 58m 37s,144.71623133,125.00005135,289.09203108,-0.34046892038,250.88984108,-0.92152677216
775,0.15774,465.78599459,0.0060295809861,465.78600306,-8.4613987497e-06,0.0037262879568,4.8236647889e-08,0.0037262880244,-6.7691189893e-11,0,0,0.21084055284,1.3768636002e-06,-8.3378641129e-05,-8.3434456368e-05,5.5815238741e-08,0.015924678125,2,48269,38819,19931,17981,34039,28553,34161,28247,3,3,-1,667,1277,2,0,0,2d 16h 46m 42s,2d 15h 30m 16.214s,1h 14m 56.842s,290d 21h 18m 53s,144.71748133,125.00005135,289.0945213,-0.34047870166,250.88986784,-0.92152588782
776,0.15775,465.79203736,0.0060427667105,465.79204584,-8.4779934468e-06,0.0037263362989,4.8342133684e-08,0.0037263363667,-6.7823947413e-11,0,0,0.21082954487,7.5558589494e-07,-8.3337396943e-05,-8.3396605511e-05,5.920856835e-08,0.015936701135,1,48280,38809,19932,17979,34041,28552,34171,28236,3,3,-1,789,1556,2,0,0,2d 16h 51m 25s,2d 15h 33m 57.081s,1h 15m 59.329s,290d 20h 46m 49s,144.71873133,125.00005135,289.09700627,-0.34049373497,250.88989971,-0.92152927381
777,0.15776,465.79809327,0.0060559050726,465.79810177,-8.5003983372e-06,0.0037263847461,4.844724058e-08,0.0037263848141,-6.8003186849e-11,0,0,0.21081830671,2.8700292606e-06,-8.3291200833e-05,-8.3355336302e-05,6.4135469243e-08,0.015948692568,1,48294,38800,19928,17978,34043,28545,34179,28233,3,3,-1,765,1276,2,0,0,2d 16h 54m 34s,2d 15h 37m 5.226s,1h 15m 59.329s,290d 17h 22m 22s,144.71998133,125.00005135,289.09949584,-0.34050415939,250.88992669,-0.92153155987
778,0.15777,465.80416224,0.0060689755546,465.80417078,-8.542676369e-06,0.0037264332979,4.8551804437e-08,0.0037264333663,-6.8341411089e-11,0,0,0.21080733895,1.687574061e-06,-8.3239816014e-05,-8.3309116429e-05,6.9300415091e-08,0.015960634193,1,48316,38785,19930,17969,34055,28534,34191,28220,3,3,-1,854,1636,2,0,0,2d 16h 58m 27s,2d 15h 40m 58.255s,1h 15m 59.329s,290d 15h 19m 36s,144.72123133,125.00005135,289.10197939,-0.3405206112,250.88996368,-0.92153932539
779,0.15778,465.81024421,0.0060819709655,465.81025279,-8.5765814219e-06,0.0037264819537,4.8655767723e-08,0.0037264820223,-6.8612651585e-11,0,0,0.21079645394,5.4954472706e-07,-8.318073029e-05,-8.3257708073e-05,7.6977782374e-08,0.01597252652,0,48331,38771,19932,17966,34065,28527,34198,28210,3,3,-1,911,1709,2,0,0,2d 17h 2m 30s,2d 15h 45m 1.532s,1h 15m 59.329s,290d 13h 35m 39s,144.72248133,125.00005135,289.10446506,-0.34053493861,250.88999921,-0.92154883815
780,0.15779,465.81633908,0.0060948669757,465.81634771,-8.6304436309e-06,0.0037265307126,4.8758935806e-08,0.0037265307817,-6.904354909e-11,0,0,0.21078577021,7.5906060697e-07,-8.3113372763e-05,-8.3198599406e-05,8.5226643266e-08,0.015984356647,2,48341,38765,19932,17962,34070,28526,34203,28201,3,3,-1,885,1695,2,0,0,2d 17h 6m 21s,2d 15h 48m 51.968s,1h 15m 59.329s,290d 11h 28m 49s,144.72373133,125.00005135,289.10694953,-0.34055047201,250.89003796,-0.92156033056
781,0.1578,465.82244671,0.0061076309653,465.82245542,-8.7132746671e-06,0.0037265795737,4.8861047723e-08,0.0037265796434,-6.9706197411e-11,0,0,0.21077569729,1.6782222532e-06,-8.302913472e-05,-8.31312186e-05,1.0208388055e-07,0.015996052102,1,48357,38754,19929,17960,34077,28516,34209,28198,3,3,-1,841,1657,2,0,0,2d 17h 10m 16s,2d 15h 52m 46.998s,1h 15m 59.329s,290d 9h 30m 34s,144.72498133,125.00005135,289.10942849,-0.34057151003,250.89008754,-0.92157882886
782,0.15781,465.82856691,0.0061201958516,465.82857568,-8.7746124677e-06,0.0037266285353,4.8961566813e-08,0.0037266286055,-7.0196899942e-11,0,0,0.21076589474,6.7031377542e-07,-8.292875153e-05,-8.3046958864e-05,1.1820733317e-07,0.016007655975,3,48378,38737,19929,17956,34088,28505,34219,28188,3,3,-1,1165,2211,2,0,0,2d 17h 15m 31s,2d 15h 58m 1.959s,1h 15m 59.329s,290d 9h 56m 28s,144.72623133,125.00005135,289.11191005,-0.34058995208,250.89013859,-0.9216092695
783,0.15782,465.83469935,0.0061324400531,465.83470834,-8.9964847803e-06,0.0037266775948,4.9059520425e-08,0.0037266776667,-7.197187811e-11,0,0,0.2107568498,9.6143786965e-07,-8.2786057768e-05,-8.2946557419e-05,1.6049965062e-07,0.016018936252,0,48394,38722,19935,17949,34098,28496,34231,28175,3,3,-1,1076,2067,2,0,0,2d 17h 20m 11s,2d 16h 2m 41.515s,1h 15m 59.329s,290d 9h 18m 41s,144.72748133,125.00005135,289.1143832,-0.34061679717,250.89020791,-0.92165186519
784,0.15783,465.84084318,0.0061438353826,465.84085272,-9.5341209203e-06,0.0037267267455,4.9150683061e-08,0.0037267268217,-7.6272967109e-11,0,0,0.21075137784,4.5409023052e-07,-8.24928881e-05,-8.2803849958e-05,3.1096185855e-07,0.016029180665,0,48408,38709,19938,17945,34104,28489,34242,28165,3,3,-1,1276,2435,2,0,0,2d 17h 25m 56s,2d 16h 8m 26.675s,1h 15m 59.329s,290d 10h 38m 42s,144.72873133,125.00005135,289.11683489,-0.34066510898,250.89033611,-0.92175536927
785,0.15784,464.69611726,-1.1447259233,465.84700674,-1.1508894794,0.0037175689381,-9.1578073867e-06,0.0037267760539,-9.2071158356e-06,0,0,0.21252367414,3.1165874506e-07,-6.3900550817e-05,-8.2510680513e-05,1.8610129696e-05,0.015237655167,225,46825,39844,20291,18040,33481,29140,33635,28744,3,3,-1,3327,5776,2,0,0,2d 17h 39m 53s,2d 16h 22m 24.203s,1h 15m 59.329s,291d 2h 41m 9s,144.72998133,125.00005135,289.10141261,-0.35858739024,250.9283408,-0.95511931692
786,0.15785,464.70128116,0.0051639044222,464.7012896,-8.4351744931e-06,0.0037176102493,4.1311235377e-08,0.0037176103168,-6.7481395905e-11,0,0,0.21251074531,7.2995445044e-07,-6.3983158001e-05,-6.3915856127e-05,-6.7301873771e-08,0.015249554141,1,46841,39829,20288,18042,33483,29133,33646,28738,3,3,-1,623,1186,2,0,0,2d 17h 42m 43s,2d 16h 25m 13.280s,1h 15m 59.329s,290d 22h 44m 23s,144.73123133,125.00005135,289.10392976,-0.35857024207,250.92832513,-0.95511891921
787,0.15786,464.70645834,0.0051771744242,464.70646678,-8.4409726355e-06,0.0037176516667,4.1417395394e-08,0.0037176517342,-6.752778111e-11,0,0,0.21249845422,7.3071547627e-07,-6.4068259774e-05,-6.3998439664e-05,-6.982010974e-08,0.015261446389,0,46860,39817,20287,18036,33491,29122,33656,28731,3,3,-1,706,1159,2,0,0,2d 17h 45m 31s,2d 16h 28m 1.173s,1h 15m 59.329s,290d 18h 46m 5s,144.73248133,125.00005135,289.10644146,-0.35855854204,250.92831766,-0.95511811596
788,0.15787,464.71164879,0.0051904491409,464.71165723,-8.4395442741e-06,0.0037176931903,4.1523593127e-08,0.0037176932578,-6.7516354486e-11,0,0,0.21248587527,1.2200662213e-06,-6.4151459716e-05,-6.4083517836e-05,-6.7941880244e-08,0.01527335051,0,46881,39803,20284,18032,33506,29112,33659,28723,3,3,-1,647,1205,2,0,0,2d 17h 48m 22s,2d 16h 30m 52.187s,1h 15m 59.329s,290d 14h 53m 58s,144.73373133,125.00005135,289.10895393,-0.35854607001,250.92830901,-0.95511903109
789,0.15788,464.71685251,0.0052037198275,464.71686096,-8.4526577098e-06,0.0037177348201,4.162975862e-08,0.0037177348877,-6.7621261889e-11,0,0,0.21247357427,3.710518226e-07,-6.4235589113e-05,-6.416669475e-05,-6.8894362184e-08,0.015285233875,1,46896,39791,20285,18028,33513,29102,33668,28717,3,3,-1,761,1268,2,0,0,2d 17h 52m 27s,2d 16h 33m 54.646s,1h 17m 2.369s,290d 13h 15m 17s,144.73498133,125.00005135,289.11146362,-0.35853637888,250.92830573,-0.95511910451
790,0.15789,464.72206951,0.0052170001015,464.72207794,-8.4317737787e-06,0.0037177765561,4.1736000812e-08,0.0037177766235,-6.7454190237e-11,0,0,0.21246083315,2.3215801582e-06,-6.4323655964e-05,-6.4250801662e-05,-7.2854301404e-08,0.01529713955,0,46907,39782,20285,18026,33518,29095,33674,28713,3,3,-1,516,969,2,0,0,2d 17h 54m 48s,2d 16h 36m 15.545s,1h 17m 2.369s,290d 8h 30m 29s,144.73623133,125.00005135,289.11398157,-0.35851842805,250.92828703,-0.95512000714
791,0.1579,464.72729977,0.005230258902,464.72730824,-8.4699022977e-06,0.0037178183981,4.1842071216e-08,0.0037178184659,-6.7759218375e-11,0,0,0.21244843292,4.3048155556e-07,-6.4404347734e-05,-6.4338845764e-05,-6.5501969869e-08,0.015309017704,1,46920,39771,20289,18020,33526,29083,33683,28708,3,3,-1,778,1347,2,0,0,2d 17h 58m 2s,2d 16h 39m 28.936s,1h 17m 2.369s,290d 5h 19m 48s,144.73748133,125.00005135,289.11648699,-0.35851301055,250.92828948,-0.95512039423
792,0.15791,464.7325433,0.0052435369497,464.73255174,-8.4386387016e-06,0.0037178603464,4.1948295598e-08,0.0037178604139,-6.7509109414e-11,0,0,0.2124359789,7.0548434151e-07,-6.4487550395e-05,-6.4419515295e-05,-6.8035099368e-08,0.015320910921,1,46932,39763,20291,18014,33534,29075,33689,28702,3,3,-1,756,1239,2,0,0,2d 18h 1m 1s,2d 16h 42m 27.882s,1h 17m 2.369s,290d 1h 43m 56s,144.73873134,125.00005135,289.11899686,-0.35850314445,250.92828447,-0.95512166181
793,0.15792,464.73780011,0.0052568079337,464.73780855,-8.4395513227e-06,0.0037179024009,4.205446347e-08,0.0037179024684,-6.7516410865e-11,0,0,0.21242346576,3.7874071333e-07,-6.4571137732e-05,-6.4502695617e-05,-6.8442115462e-08,0.015332805528,1,46951,39749,20296,18004,33549,29059,33698,28694,3,3,-1,734,1355,2,0,0,2d 18h 4m 15s,2d 16h 45m 41.703s,1h 17m 2.369s,289d 22h 34m 59s,144.73998134,125.00005135,289.12150773,-0.35849226823,250.92827641,-0.95512278647
794,0.15793,464.74307019,0.0052700776802,464.74307863,-8.4456765421e-06,0.0037179445615,4.2160621442e-08,0.0037179446291,-6.7565412033e-11,0,0,0.21241086441,7.5066741716e-07,-6.4655553036e-05,-6.4586260341e-05,-6.9292695036e-08,0.015344689798,0,46976,39733,20292,17999,33564,29043,33704,28689,3,3,-1,743,1424,2,0,0,2d 18h 7m 35s,2d 16h 49m 1.865s,1h 17m 2.369s,289d 19h 37m 43s,144.74123134,125.00005135,289.12401825,-0.35848174533,250.92827002,-0.95512370334
795,0.15794,464.74835353,0.0052833465323,464.74836197,-8.4398371314e-06,0.0037179868283,4.2266772259e-08,0.0037179868958,-6.7518696797e-11,0,0,0.21239827421,3.2145375778e-07,-6.4740904566e-05,-6.4670652414e-05,-7.0252152232e-08,0.015356570156,0,46993,39713,20292,18002,33572,29034,33713,28681,3,3,-1,767,1291,2,0,0,2d 18h 10m 32s,2d 16h 51m 58.910s,1h 17m 2.369s,289d 16h 0s,144.74248134,125.00005135,289.12652818,-0.35847182035,250.92826482,-0.95512442101
796,0.15795,464.75365015,0.0052966169362,464.75365858,-8.4291717144e-06,0.0037180292012,4.2372935489e-08,0.0037180292686,-6.7433373989e-11,0,0,0.21238537511,1.9780906545e-06,-6.4823925942e-05,-6.4755980656e-05,-6.7945286611e-08,0.015368484387,0,47009,39704,20295,17992,33584,29025,33720,28671,3,3,-1,600,1119,2,0,0,2d 18h 13m 11s,2d 16h 54m 37.956s,1h 17m 2.369s,289d 11h 50m 59s,144.74373134,125.00005135,289.12904098,-0.35845901875,250.92825397,-0.95512664991
797,0.15796,464.75896003,0.0053098787061,464.7589685,-8.4688909396e-06,0.0037180716802,4.2479029649e-08,0.003718071748,-6.7751127625e-11,0,0,0.2123731234,4.842803009e-07,-6.4908439263e-05,-6.4838979629e-05,-6.9459633654e-08,0.01538035701,1,47021,39689,20306,17984,33599,29013,33728,28660,3,3,-1,849,1635,2,0,0,2d 18h 17m 3s,2d 16h 58m 29.387s,1h 17m 2.369s,289d 9h 50m 23s,144.74498134,125.00005135,289.13154692,-0.35845308145,250.92825374,-0.95512644474
798,0.15797,464.76428318,0.0053231463006,464.76429163,-8.4516614152e-06,0.0037181142654,4.2585170405e-08,0.003718114333,-6.7613291268e-11,0,0,0.21236051365,8.7581752036e-07,-6.4992876179e-05,-6.4923470137e-05,-6.9406042267e-08,0.015392229363,0,47041,39674,20307,17978,33604,29009,33744,28643,3,3,-1,751,1237,2,0,0,2d 18h 19m 56s,2d 17h 1m 22.186s,1h 17m 2.369s,289d 6h 6m 40s,144.74623134,125.00005135,289.13405669,-0.35844331166,250.92824802,-0.95512848428
799,0.15798,464.76961959,0.0053364099253,464.76962802,-8.4376173959e-06,0.0037181569567,4.2691279402e-08,0.0037181570242,-6.75009393e-11,0,0,0.21234799631,7.7274567706e-07,-6.5075805398e-05,-6.5007883298e-05,-6.7922099585e-08,0.015404115787,2,47062,39655,20311,17972,33619,28994,33754,28633,3,3,-1,810,1527,2,0,0,2d 18h 23m 26s,2d 17h 4m 52.698s,1h 17m 2.369s,289d 3h 29m 55s,144.74748134,125.00005135,289.13656483,-0.35843517213,250.92824339,-0.95512930084
800,0.15799,464.77496926,0.0053496716344,464.7749777,-8.4421328665e-06,0.0037181997541,4.2797373075e-08,0.0037181998216,-6.7537063182e-11,0,0,0.21233546569,1.0055941366e-06,-6.5159426262e-05,-6.5090789695e-05,-6.8636567767e-08,0.015415999276,0,47076,39644,20315,17965,33623,28989,33768,28620,3,3,-1,726,1389,2,0,0,2d 18h 26m 43s,2d 17h 8m 9.663s,1h 17m 2.369s,289d 29m 48s,144.74873134,125.00005135,289.13907364,-0.35842636173,250.92823863,-0.95513152899
801,0.158,464.78033219,0.0053629317266,464.78034064,-8.447349046e-06,0.0037182426575,4.2903453813e-08,0.0037182427251,-6.7578792388e-11,0,0,0.21232276556,3.659115354e-07,-6.5243495602e-05,-6.5174387812e-05,-6.910778975e-08,0.015427882,1,47092,39632,20316,17960,33638,28978,33770,28614,3,3,-1,767,1444,2,0,0,2d 18h 30m 9s,2d 17h 11m 34.900s,1h 17m 2.369s,288d 21h 44m 37s,144.74998134,125.00005135,289.14158231,-0.35841768648,250.92823328,-0.95513270002
802,0.15801,464.78570838,0.0053761934787,464.78571683,-8.4501626247e-06,0.0037182856671,4.3009547829e-08,0.0037182857347,-6.7601300859e-11,0,0,0.21231023822,1.2824177564e-06,-6.5329586908e-05,-6.5258434521e-05,-7.1152387003e-08,0.015439774162,2,47106,39619,20318,17957,33645,28976,33779,28600,3,3,-1,560,1071,2,0,0,2d 18h 32m 42s,2d 17h 14m 7.807s,1h 17m 2.369s,288d 17h 28m 2s,144.75123134,125.00005135,289.14409408,-0.3584059203,250.9282242,-0.95513527818
803,0.15802,464.79109783,0.0053894433169,464.79110631,-8.4807688836e-06,0.0037183287826,4.3115546535e-08,0.0037183288505,-6.7846151006e-11,0,0,0.21229725742,1.970037794e-06,-6.5411539219e-05,-6.534450248e-05,-6.7036739525e-08,0.015451642189,1,47115,39615,20320,17950,33646,28968,33789,28597,3,3,-1,623,1187,2,0,0,2d 18h 35m 33s,2d 17h 16m 58.903s,1h 17m 2.369s,288d 13h 43m 59s,144.75248134,125.00005135,289.14660055,-0.35839944916,250.92822129,-0.95513632533
804,0.15803,464.79650052,0.0054026962407,464.796509,-8.4721300482e-06,0.0037183720042,4.3221569925e-08,0.003718372072,-6.777704049e-11,0,0,0.21228504618,1.0289385647e-06,-6.54944509e-05,-6.5426431624e-05,-6.8019275485e-08,0.015463505763,0,47122,39609,20324,17945,33651,28966,33795,28588,3,3,-1,772,1442,2,0,0,2d 18h 38m 58s,2d 17h 20m 24.055s,1h 17m 2.369s,288d 11h 2s,144.75373134,125.00005135,289.14910489,-0.35839511324,250.92822367,-0.95513767562
805,0.15804,464.80191647,0.0054159493691,464.80192493,-8.458824027e-06,0.0037184153318,4.3327594953e-08,0.0037184153995,-6.767059222e-11,0,0,0.21227242102,2.9264283685e-07,-6.5579212777e-05,-6.550932001e-05,-6.9892767195e-08,0.015475368621,0,47136,39600,20319,17945,33659,28959,33796,28586,3,3,-1,777,1460,2,0,0,2d 18h 42m 26s,2d 17h 23m 51.888s,1h 17m 2.369s,288d 8h 21m 10s,144.75498134,125.00005135,289.15161233,-0.35838767017,250.92822046,-0.95513959226
806,0.15805,464.80734567,0.0054291979238,464.80735412,-8.4524737076e-06,0.0037184587654,4.343358339e-08,0.003718458833,-6.7619789542e-11,0,0,0.2122598093,1.5142219638e-06,-6.5662376004e-05,-6.5594058449e-05,-6.8317555056e-08,0.015487225174,0,47152,39588,20324,17936,33669,28953,33807,28571,3,3,-1,692,1286,2,0,0,2d 18h 45m 31s,2d 17h 26m 56.421s,1h 17m 2.369s,288d 5h 2m 4s,144.75623134,125.00005135,289.15411864,-0.35838135593,250.92821851,-0.95514189568
807,0.15806,464.81278811,0.0054424434687,464.81279655,-8.4395169893e-06,0.0037185023049,4.3539547749e-08,0.0037185023724,-6.7516135911e-11,0,0,0.21224725198,1.3009871692e-06,-6.5745467754e-05,-6.567719919e-05,-6.8268563249e-08,0.015499095759,1,47164,39576,20325,17935,33677,28941,33812,28570,3,3,-1,698,1315,2,0,0,2d 18h 48m 39s,2d 17h 30m 4.443s,1h 17m 2.369s,288d 1h 49m 32s,144.75748134,125.00005135,289.15662591,-0.35837408653,250.928214,-0.95514393131
808,0.15807,464.8182438,0.0054556852751,464.81825225,-8.4497820581e-06,0.0037185459504,4.3645482201e-08,0.003718546018,-6.7598256853e-11,0,0,0.21223457395,3.4396124981e-07,-6.5829002133e-05,-6.576026889e-05,-6.873324223e-08,0.015510962711,0,47184,39558,20327,17931,33691,28929,33820,28560,3,3,-1,783,1486,2,0,0,2d 18h 53m 15s,2d 17h 33m 37.041s,1h 18m 5.793s,288d 1h 10m 39s,144.75873134,125.00005135,289.15913171,-0.35836829294,250.92821273,-0.95514536206
809,0.15808,464.82371272,0.0054689250601,464.82372118,-8.4577124539e-06,0.0037185897018,4.3751400481e-08,0.0037185897695,-6.7661699594e-11,0,0,0.21222211234,4.1258565722e-07,-6.5914188609e-05,-6.5843780859e-05,-7.0407750088e-08,0.015522809824,0,47199,39546,20336,17919,33704,28921,33831,28544,3,3,-1,765,1295,2,0,0,2d 18h 56m 21s,2d 17h 36m 43.327s,1h 18m 5.793s,287d 21h 55m 49s,144.75998134,125.00005135,289.16163688,-0.3583631165,250.92821432,-0.95514764027
810,0.15809,464.82919489,0.0054821612532,464.82920333,-8.4470896127e-06,0.0037186335591,4.3857290025e-08,0.0037186336267,-6.7576716792e-11,0,0,0.21220950836,3.3499198498e-07,-6.5995662477e-05,-6.5928943692e-05,-6.6718785442e-08,0.015534674343,2,47206,39538,20340,17916,33710,28916,33836,28538,3,3,-1,771,1391,2,0,0,2d 18h 59m 44s,2d 17h 40m 5.346s,1h 18m 5.793s,287d 19h 8m 46s,144.76123134,125.00005135,289.16414252,-0.35835747896,250.92821161,-0.95514986178
811,0.1581,464.83469028,0.0054953944838,464.83469874,-8.4570359604e-06,0.0037186775222,4.3963155871e-08,0.0037186775899,-6.765628769e-11,0,0,0.21219685987,6.6936029813e-07,-6.6079466656e-05,-6.6010394161e-05,-6.9072494589e-08,0.015546529591,1,47228,39521,20337,17914,33720,28905,33845,28530,3,3,-1,829,1560,1,0,0,2d 19h 3m 28s,2d 17h 43m 49.320s,1h 18m 5.793s,287d 17h 14s,144.76248135,125.00005135,289.16664823,-0.35835176882,250.92820929,-0.95515156633
812,0.15811,464.8401989,0.0055086238251,464.84020737,-8.4634755808e-06,0.0037187215912,4.4068990601e-08,0.0037187216589,-6.7707804641e-11,0,0,0.2121842533,4.3555796692e-07,-6.6161993245e-05,-6.6094174213e-05,-6.781903261e-08,0.015558378963,2,47245,39508,20337,17910,33732,28891,33850,28527,3,3,-1,753,1291,2,0,0,2d 19h 6m 34s,2d 17h 46m 55.659s,1h 18m 5.793s,287d 13h 46m 50s,144.76373135,125.00005135,289.16915342,-0.35834657637,250.92820777,-0.9551544206
813,0.15812,464.84572075,0.0055218497693,464.84572922,-8.4648099232e-06,0.003718765766,4.4174798155e-08,0.0037187658337,-6.7718479695e-11,0,0,0.21217170535,5.6781158681e-07,-6.6244674772e-05,-6.6176677021e-05,-6.7997750597e-08,0.015570222635,0,47257,39494,20338,17911,33743,28884,33852,28521,3,3,-1,737,1373,2,0,0,2d 19h 9m 50s,2d 17h 50m 11.004s,1h 18m 5.793s,287d 10h 49m 28s,144.76498135,125.00005135,289.17165807,-0.35834193214,250.92820753,-0.95515687496
814,0.15813,464.85125583,0.0055350721431,464.85126429,-8.4626515218e-06,0.0037188100466,4.4280577145e-08,0.0037188101143,-6.7701212258e-11,0,0,0.21215903916,1.5552085424e-06,-6.6328205267e-05,-6.6259334588e-05,-6.8870679669e-08,0.015582069983,0,47278,39478,20338,17906,33753,28871,33863,28513,3,3,-1,720,1267,2,0,0,2d 19h 12m 50s,2d 17h 53m 10.983s,1h 18m 5.793s,287d 7h 25m 56s,144.76623135,125.00005135,289.174163,-0.35833700012,250.92820557,-0.95515903066
